Species	Day	ASV	log2FoldChange	lfcSE	pvalue	padj	ASV_count	count_per_group	Significance
Epibolus pulchripes	14 d	Seq_424	0.3605918263593344	0.585427274351589	5.959339646708215e-9	8.144430850501226e-8	7	2	Pass
Epibolus pulchripes	14 d	Seq_4247	-0.21116422823328973	1.0382821592230425	0.7959813130194554	Inf	6	2	Fail
Epibolus pulchripes	14 d	Seq_4248	0.021988699871821372	0.980518135028813	0.45483932988378556	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4249	-0.06117052258027594	0.9550515566756066	0.5747618965735628	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4250	-0.2196578868460298	1.0554398750379022	0.9846303416909407	Inf	3	1	Fail
Epibolus pulchripes	14 d	Seq_4257	-0.02666201218370937	0.9816972469804109	0.5435429267990924	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_426	-1.3470991134426387	1.3795469121121258	0.8926512383937129	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_427	-2.5281878251041876	0.665714982643662	0.9952487579469317	1	12	3	Fail
Epibolus pulchripes	14 d	Seq_4288	-0.35344231596110315	1.0516317948501765	0.7983999300002431	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4294	0.2584393233037816	1.0569769278598327	0.17227227620083496	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_43	-10.548579490990349	2.1359950352142265	0.9994501384706884	1	10	3	Fail
Epibolus pulchripes	14 d	Seq_430	1.6878741665662695	0.6623713568332917	3.6728485134582745e-10	5.905364276540755e-9	10	3	Pass
Epibolus pulchripes	14 d	Seq_4300	-0.009012326909308569	0.9798055507882417	0.48171775987812415	Inf	4	2	Fail
Epibolus pulchripes	14 d	Seq_4301	-6.21268949006244	2.330192117851171	0.8860649994383273	1	2	2	Fail
Epibolus pulchripes	14 d	Seq_4304	-0.17265917451211693	0.997384074685451	0.6689323686220026	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4305	0.26211004328601634	0.9772572223352011	0.2511748630685978	1	1	1	Fail
Epibolus pulchripes	14 d	Seq_4313	0.1815710278969644	1.095247854637694	0.09040779075523543	0.31804169247823894	5	2	Fail
Epibolus pulchripes	14 d	Seq_432	1.6636679176944127	0.8273968715597378	7.203349816711441e-7	7.383433562129227e-6	12	3	Pass
Epibolus pulchripes	14 d	Seq_433	-1.656874768447392	0.6344352495582151	0.9990220751634976	1	7	1	Fail
Epibolus pulchripes	14 d	Seq_4338	-0.29936638128857945	1.0400062833250323	0.8431561098337019	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_4341	-11.025783638602077	4.154008227877898	0.9999980370139429	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4345	0.2371646895255847	1.0469988904903549	0.18262289689332045	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4353	0.009280786526028404	0.9527013636173292	0.493442959471767	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4356	0.005767839369451827	0.9776878123692472	0.42727153339449375	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_436	-3.0588603962927468	1.0078503731198876	0.9999225015422248	1	8	2	Fail
Epibolus pulchripes	14 d	Seq_4374	-0.6160202391845172	1.2842868057556538	0.9678462714829503	1	2	1	Fail
Epibolus pulchripes	14 d	Seq_4375	0.31401162053294285	1.0466222982689648	0.10931588226362908	0.35571041054038033	3	2	Fail
Epibolus pulchripes	14 d	Seq_4377	-0.15594201584379613	1.0120202298049972	0.6166950598885601	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_438	1.1155569847400815	0.5449499432594165	1.3707947814878683e-12	2.7415895629757367e-11	10	3	Pass
Epibolus pulchripes	14 d	Seq_439	-7.9929426038030575	2.5071874984536264	0.9999158144473352	1	8	3	Fail
Epibolus pulchripes	14 d	Seq_4390	-0.24931676439384456	1.0565098831142292	0.8414209056528233	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_44	-2.6783585881496443	0.5030030000537367	0.8027766235411445	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_440	-2.219954462548361	0.8953763510180265	0.9960513485622134	1	10	2	Fail
Epibolus pulchripes	14 d	Seq_4401	-0.1902950740836583	1.0047844617938728	0.7059388290230509	Inf	4	2	Fail
Epibolus pulchripes	14 d	Seq_441	-1.159327226108411	0.48637497448949096	0.8600545925226566	1	8	2	Fail
Epibolus pulchripes	14 d	Seq_4415	-0.2337241006856031	1.0436963073466963	0.819006788298499	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_443	1.258376604078777	0.9180665366413818	3.546047450152745e-5	2.795922028005049e-4	8	3	Pass
Epibolus pulchripes	14 d	Seq_444	2.383536733599025	0.628305637673025	8.147159742340869e-13	1.4930143899917685e-11	10	3	Pass
Epibolus pulchripes	14 d	Seq_445	3.1315112984703224	0.621021603873545	3.9351483328232973e-10	1.2548750794669849e-8	9	3	Pass
Epibolus pulchripes	14 d	Seq_4452	-0.017517837366070953	0.972827223890986	0.528345647965291	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4453	-0.10794329323756222	0.9991604789710431	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4454	-0.22508803451438264	1.057581130871031	0.9929127899457056	Inf	3	1	Fail
Epibolus pulchripes	14 d	Seq_4456	-0.010726127306208477	0.980933398038139	0.4035945786269144	Inf	3	2	Fail
Epibolus pulchripes	14 d	Seq_4461	-0.053594458747761364	0.9949831113437615	0.320193023197831	Inf	4	3	Fail
Epibolus pulchripes	14 d	Seq_4467	0.2584393233037816	1.0569769278598327	0.17227227620083496	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4489	0.2695876494106138	1.0627695442720553	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_449	-1.0880444685985253	1.4487909902478733	0.9684285205207054	1	8	2	Fail
Epibolus pulchripes	14 d	Seq_4490	0.15375421151510063	0.9609144236559091	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4491	-0.22619732231643722	1.0475199650111753	0.750871479936071	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_45	-0.5210054675853518	0.6176590983699803	0.20526968539350152	0.6343370833691263	5	3	Fail
Epibolus pulchripes	14 d	Seq_4530	0.23184603647420077	1.0444191689247153	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4535	-0.27293944926497943	1.0496713386125847	0.751866600316779	Inf	3	2	Fail
Epibolus pulchripes	14 d	Seq_454	0.8040507602013702	0.765335475986404	1.8936398205104713e-4	0.0012645662530188571	11	3	Pass
Epibolus pulchripes	14 d	Seq_4549	-0.2286133239700344	1.011381899646329	0.7816876553045433	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_456	-1.2386239454511334	1.0846322069658754	0.44633865247646154	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_4563	-0.03951192570212407	0.9984823476428575	0.2973386442143662	Inf	5	3	Fail
Epibolus pulchripes	14 d	Seq_4564	-0.2163487875197693	1.0531749099380519	0.9637118496045898	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_4567	-0.1137419561091007	1.0139739174909053	Inf	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_457	-0.7435561673872656	1.6626966935077978	0.7891952230881605	1	7	2	Fail
Epibolus pulchripes	14 d	Seq_458	-1.8623529079519703	1.4454410127758273	0.9693795460648431	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_4581	0.10028924966914438	0.9919593225325383	0.33168416477619556	Inf	3	2	Fail
Epibolus pulchripes	14 d	Seq_4594	-0.1517229593083205	1.0165457993072018	0.7649111329206317	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_4597	2.3176693131633788	0.895558078294558	5.331223673333886e-4	0.0035254866226885374	2	1	Pass
Epibolus pulchripes	14 d	Seq_4598	0.8102426321189431	1.3919481126088327	0.028558699383385	0.11368025968143544	1	1	Fail
Epibolus pulchripes	14 d	Seq_46	0.11021105498430504	0.47496454039274355	0.009197718820192345	0.09541248077332058	9	3	Pass
Epibolus pulchripes	14 d	Seq_4609	-0.01748404519288801	0.9745675170590227	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_462	1.8419049483874668	0.9214501478158754	3.7934426007295784e-4	0.0023337585780976505	11	3	Pass
Epibolus pulchripes	14 d	Seq_4630	-0.1416866916129866	1.011941204104017	0.740825929510325	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_464	-4.00254378935511	0.9332702629192648	0.9999615586436625	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_466	0.8844589919777018	0.5794047893081911	7.237362441764389e-14	1.603956000607243e-12	12	3	Pass
Epibolus pulchripes	14 d	Seq_4665	0.20081948542182407	0.8591085541566706	0.34301633042980306	0.8872977632569038	1	1	Fail
Epibolus pulchripes	14 d	Seq_467	-0.2418139960360441	0.44396870898253027	0.0034801638759618778	0.03942659338425233	12	3	Pass
Epibolus pulchripes	14 d	Seq_4671	-0.04466533292958794	0.9745828152918579	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_468	-0.8687143663133183	0.7780097952884413	0.911522834863033	1	10	3	Fail
Epibolus pulchripes	14 d	Seq_4691	0.4004525631924948	1.1347520972147052	0.03976863216191527	0.32302634237178346	3	3	Fail
Epibolus pulchripes	14 d	Seq_472	13.532852053875715	4.176145569343328	5.2950093445763256e-18	1.7199791768111755e-16	4	2	Pass
Epibolus pulchripes	14 d	Seq_4736	0.22001334060186092	0.9324488017377325	0.30279942946643124	0.8461203915586801	2	1	Fail
Epibolus pulchripes	14 d	Seq_474	4.889771539732185	0.8464889561047461	2.649154310217761e-19	1.159740886917553e-17	7	3	Pass
Epibolus pulchripes	14 d	Seq_4753	0.2434327395959054	0.9648911229541626	0.24248357184103195	1	2	2	Fail
Epibolus pulchripes	14 d	Seq_4767	-0.33816383770675484	1.0325566949682488	0.801385518345726	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_478	-5.71395879004929	1.533778541517257	0.9999966564105871	1	4	1	Fail
Epibolus pulchripes	14 d	Seq_4787	0.021988699871821372	0.980518135028813	0.45483932988378556	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_48	2.2902440669667996	1.1458123072842399	1.52081800609156e-9	2.2674013909001437e-8	11	3	Pass
Epibolus pulchripes	14 d	Seq_4805	-0.20269278583571607	1.022523778256685	0.7281351636646649	Inf	3	1	Fail
Epibolus pulchripes	14 d	Seq_4806	-0.21634471691427462	1.0442285723004308	0.7011092530186722	Inf	3	1	Fail
Epibolus pulchripes	14 d	Seq_4840	-0.29844809078856094	1.072167072506114	0.8227925229186807	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_4841	-0.13776878175795446	1.0235294201556722	0.4927445512866956	Inf	3	3	Fail
Epibolus pulchripes	14 d	Seq_486	-0.6525802080002985	0.8447577109435223	0.7770059449113967	1	10	3	Fail
Epibolus pulchripes	14 d	Seq_4866	-0.12701313133795658	0.9927538801501498	0.6854315378116497	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_4867	-0.18429901137299254	1.0122367058635047	0.6784017172855372	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_488	-0.4638422291760088	1.02489751129526	0.8306471444387713	1	8	1	Fail
Epibolus pulchripes	14 d	Seq_4884	0.2584393233037816	1.0569769278598327	0.17227227620083496	Inf	3	1	Fail
Epibolus pulchripes	14 d	Seq_4887	-0.331754227526862	0.9786148616029925	0.7841972352185753	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_489	-0.8950902856327635	0.47738831689354905	0.7030988445227622	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_4891	0.22907583546924487	1.0437604270643033	0.1657062959527255	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_490	5.2390812171161585	1.1962306011366102	2.5081737687599823e-16	2.699422018627931e-14	4	2	Pass
Epibolus pulchripes	14 d	Seq_491	-3.4699315860954787	0.6158048556000606	0.9999960761408799	1	10	3	Fail
Epibolus pulchripes	14 d	Seq_493	-0.15507174816448768	0.6077001818932014	0.09128277486803896	0.31898110978270217	8	3	Fail
Epibolus pulchripes	14 d	Seq_494	0.4898138277418481	0.6652375107490215	0.0017587279877806315	0.0100850136362246	11	3	Pass
Epibolus pulchripes	14 d	Seq_4946	-0.23321600360751618	1.0499555204349362	0.7738027654046978	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_4991	-0.15648422880644355	1.004235625728137	0.64164532413076	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_50	1.3205420946351043	0.46160768011107156	1.0320645160477123e-7	1.0426497931353811e-6	12	3	Pass
Epibolus pulchripes	14 d	Seq_5010	0.09477086857101595	0.9840459551599212	0.3653435901815161	Inf	5	2	Fail
Epibolus pulchripes	14 d	Seq_5032	-0.1673556210663007	1.0082177695142889	0.6632648695192214	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_504	-1.0061061909321556	0.6734031115155694	0.5613699972060717	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_5042	0.27203522690341925	1.0641751771000774	0.14272962968860226	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_5063	-0.05853167397943698	0.9806901088661755	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_507	3.5824073325240215	0.9883920394568573	5.309975672829484e-12	8.539307816713537e-11	9	2	Pass
Epibolus pulchripes	14 d	Seq_51	-0.3191400465693658	0.3564774885686071	0.0013445345713042462	0.008047579185908628	12	3	Pass
Epibolus pulchripes	14 d	Seq_510	-0.08044507262575416	0.579671153988383	0.024107514106891083	0.09894125581369882	10	3	Pass
Epibolus pulchripes	14 d	Seq_5104	-0.14750760971406005	0.999754794739878	0.656754696380896	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_511	-0.5378496981397142	0.7775026604802451	0.37680705193583	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_512	-2.048237530449718	0.9358473445010478	0.983062304122197	1	9	2	Fail
Epibolus pulchripes	14 d	Seq_5127	0.040378232359533306	0.9853087063035507	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_5133	-0.00941272369111676	0.979852790770738	0.5168055152881219	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_5134	-0.04196950119450701	0.9703992908604473	0.4368387187893505	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_514	-1.8965922185211945	0.6240693818591678	0.7750601671563101	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_5157	-0.10646174997783914	1.012073004212503	0.4927445512866956	Inf	3	2	Fail
Epibolus pulchripes	14 d	Seq_516	1.9196977582807724	0.7778655334158768	3.186603422530625e-8	3.95911334314411e-7	12	3	Pass
Epibolus pulchripes	14 d	Seq_52	5.870871261546072	0.6672980531185779	1.3221394371219613e-27	1.302307345565132e-25	7	3	Pass
Epibolus pulchripes	14 d	Seq_520	0.4082960390832731	0.5575156205111357	0.012636091891041949	0.056575229603074186	12	3	Pass
Epibolus pulchripes	14 d	Seq_521	-3.609877482161738	1.3170064999560844	0.9998547784264931	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_5216	-0.11787572577092106	0.9892182992993401	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_523	-1.329369636138284	1.016179044490561	0.8802645679565031	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_5246	0.09817854411401972	0.9520997755018671	0.39701790842983836	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_527	0.6028032124704462	1.015980583392808	1.9208349092696881e-7	4.593996824670005e-6	12	3	Pass
Epibolus pulchripes	14 d	Seq_529	-4.105372307582353	1.4953958316426246	0.9995977445404192	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_53	-1.9796255049495146	0.47103678677686295	0.9997634760958173	1	12	3	Fail
Epibolus pulchripes	14 d	Seq_5304	0.02978862811521647	0.9757675995208286	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_531	-3.051718481942957	0.6588008683920648	0.9999457328225962	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_533	12.106619998728585	4.033454948797882	3.980029013557929e-15	1.0198824347242192e-13	5	3	Pass
Epibolus pulchripes	14 d	Seq_5343	-0.013757571893862106	1.0033144731219281	0.33168416477619556	Inf	3	3	Fail
Epibolus pulchripes	14 d	Seq_5344	-0.023034759022460716	0.9736071443635467	0.5363845417146575	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_535	-0.21448598458669144	0.6124056505895619	0.38729911979345544	1	10	3	Fail
Epibolus pulchripes	14 d	Seq_5370	0.20099591154806556	1.0331071155598195	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_5379	0.06470644271407802	0.9777145641358693	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_539	-3.939628106431492	1.7229175917448618	0.9995496267814068	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_5397	0.5087654221047986	1.1401004252947577	0.0315102110875412	0.28260720569138514	1	1	Fail
Epibolus pulchripes	14 d	Seq_54	10.04678605493214	1.9188115124269578	7.857833625174253e-11	2.4841651042662206e-9	6	3	Pass
Epibolus pulchripes	14 d	Seq_540	4.940168246849817	1.9642154684172262	3.0021905761987776e-25	2.6285846378273742e-23	7	3	Pass
Epibolus pulchripes	14 d	Seq_5405	-0.00326236577838971	0.9836324476171823	0.42497847773370767	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_5406	0.20894398433476669	1.0358175061017336	0.2280027855539252	Inf	3	1	Fail
Epibolus pulchripes	14 d	Seq_542	-1.0800692412736743	1.0168679539034653	0.9267058609828395	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_544	0.8374413549433789	0.7928541801003385	8.227083714258127e-5	6.077665446569067e-4	11	3	Pass
Epibolus pulchripes	14 d	Seq_545	5.380142541639837	1.089348598396362	4.283652002337274e-14	9.12302102119398e-13	8	2	Pass
Epibolus pulchripes	14 d	Seq_546	0.9769371619437083	0.5011883316093481	6.243207543812801e-11	2.5597150929632486e-9	12	3	Pass
Epibolus pulchripes	14 d	Seq_5463	0.5579722949068255	0.9193835533402537	0.15209062142138272	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_5470	-0.2366525477655043	1.029913599116886	0.7575202735287164	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_549	0.1688066449130613	0.5813198586677739	2.401340262049059e-8	3.1255539918733783e-7	12	3	Pass
Epibolus pulchripes	14 d	Seq_5502	-0.26379893942935895	1.0662790067380472	0.7778899988443713	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_5503	-0.31432179043837416	1.0826523741999359	0.9165896970222244	1	1	1	Fail
Epibolus pulchripes	14 d	Seq_553	2.1482029524650916	0.49105122570392357	1.8205167171425215e-26	1.4928237080568676e-24	8	3	Pass
Epibolus pulchripes	14 d	Seq_5557	-0.006886110699646132	0.9810251205146967	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_557	0.3858592565840403	1.0285247791267575	0.10302241685856212	0.3406386363871812	10	3	Fail
Epibolus pulchripes	14 d	Seq_5594	-0.9699312697142253	1.9737782510387119	0.9999793707782219	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_560	1.3176573178698472	0.5864192908612061	1.1115282903168233e-7	1.2659072195274932e-6	12	3	Pass
Epibolus pulchripes	14 d	Seq_5610	0.23747685025812773	1.0467967176502433	Inf	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_562	0.6298056993162083	0.6626901505243169	0.0015342099550760748	0.008922355767109088	7	3	Pass
Epibolus pulchripes	14 d	Seq_5659	0.28728389971511087	1.0739971011023624	Inf	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_566	-0.7498036124940953	1.192108482469198	0.8857534671011695	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_568	-2.161016136652657	1.50550412586472	0.9048117567510613	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_569	-0.3040529364610961	0.8204886554172266	0.0961230972703116	0.321718121476145	11	3	Fail
Epibolus pulchripes	14 d	Seq_5691	0.005767839369451827	0.9776878123692472	0.42727153339449375	Inf	2	1	Fail
Epibolus pulchripes	14 d	Seq_571	0.34389172240690724	0.962977492243907	0.20327594029139032	0.5828191295067834	6	3	Fail
Epibolus pulchripes	14 d	Seq_572	-17.80982341624846	3.8407783649106046	1	1	5	1	Fail
Epibolus pulchripes	14 d	Seq_573	-1.9148154354131273	1.5131604196035706	0.9431887720340213	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_5733	0.21306942248707475	1.036825922462317	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_574	0.9463753799770664	0.4808297098385098	0.0035649315505244935	0.017892777463778986	9	3	Pass
Epibolus pulchripes	14 d	Seq_578	-7.761140218187556	1.5491556172532273	0.9999999431301635	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_58	1.2598196651698281	0.32994595905349794	5.225643446475756e-19	2.058903517911448e-17	11	3	Pass
Epibolus pulchripes	14 d	Seq_5803	0.21306942248707475	1.036825922462317	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_584	-7.530668282450856	2.2446313078215323	0.7260900766892967	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_585	1.7810996989366232	2.314042161255683	0.0019725941820924837	0.010646604215677242	11	3	Pass
Epibolus pulchripes	14 d	Seq_587	-1.6371725329621725	0.6002596369022972	0.9716096585417124	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_5875	0.04031653222278867	0.9815257513892848	Inf	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_588	-4.741427750894147	1.6028861473394787	0.9999320732573542	1	8	3	Fail
Epibolus pulchripes	14 d	Seq_589	-4.441418208850551	1.7150809175988457	0.10503198755107189	0.7116084455102112	10	3	Fail
Epibolus pulchripes	14 d	Seq_591	1.424698474779696	1.7891869580193986	5.585686949047236e-4	0.0036351296017608993	9	3	Pass
Epibolus pulchripes	14 d	Seq_5914	0.20099591154806556	1.0331071155598195	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_5917	-0.06729610407991639	0.9884475553379982	0.5168055152881219	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_595	-1.833793209407927	0.7690589863875233	0.9564674182913773	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_596	-5.664078467010184	2.1065727208699876	1	1	12	3	Fail
Epibolus pulchripes	14 d	Seq_5962	-0.5163415071320061	1.2740545370288738	0.8224166811173264	Inf	2	2	Fail
Epibolus pulchripes	14 d	Seq_597	-0.33454568019532654	0.45156387719419255	0.013592105894240538	0.05983563935565108	12	3	Pass
Epibolus pulchripes	14 d	Seq_598	-0.46577003295339375	0.6489421893252976	0.30669763322998833	0.8112647072535175	12	3	Fail
Epibolus pulchripes	14 d	Seq_6	-4.459777767070118	0.45460315480343744	1	1	4	2	Fail
Epibolus pulchripes	14 d	Seq_601	-1.741484984913404	2.0912575408347998	Inf	Inf	8	3	Fail
Epibolus pulchripes	14 d	Seq_6011	-0.19966843896493147	1.039632807165604	0.6399194921102656	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_604	0.04775228857376509	0.7673540136813544	1.1215064909845282e-4	7.860130962455668e-4	11	3	Pass
Epibolus pulchripes	14 d	Seq_605	-0.5650867749800981	0.3408659737208221	0.2862914183560867	0.7671861537646767	11	3	Fail
Epibolus pulchripes	14 d	Seq_607	-2.7503391198836384	1.0434661818230657	0.2129350276614153	0.6503596968883537	6	3	Fail
Epibolus pulchripes	14 d	Seq_608	7.338352068649363	1.9528649452743856	3.070835964618373e-8	3.3608593612767753e-7	4	1	Pass
Epibolus pulchripes	14 d	Seq_609	1.4673254962274764	0.6246698409054878	1.2587414154334374e-4	8.737419826255026e-4	10	3	Pass
Epibolus pulchripes	14 d	Seq_6098	0.1396594980570741	0.9954012673223274	0.34865944895444057	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_611	4.122824429579642	0.5868307787511667	8.276451565162486e-33	9.31691976192577e-31	9	3	Pass
Epibolus pulchripes	14 d	Seq_613	-1.4694867713990556	0.7039102397319166	0.38514160368259953	0.9570185303628231	10	3	Fail
Epibolus pulchripes	14 d	Seq_616	-0.6563981354726366	0.9308338325134188	0.7727322779422872	1	12	3	Fail
Epibolus pulchripes	14 d	Seq_617	3.1592880017218157	1.025384212899119	3.168989455837328e-10	4.459220877142525e-9	7	2	Pass
Epibolus pulchripes	14 d	Seq_618	-1.9408644246482205	0.7385367942522314	0.9668017716464786	1	10	3	Fail
Epibolus pulchripes	14 d	Seq_619	1.520846888182817	0.45276047033346567	1.0513049892635268e-15	1.005748439728774e-13	10	3	Pass
Epibolus pulchripes	14 d	Seq_62	2.8040042801809437	0.7016254218705442	3.954196038461717e-7	4.104355381694441e-6	12	3	Pass
Epibolus pulchripes	14 d	Seq_621	-3.14155213108331	0.618694887507966	0.999921240905858	1	9	3	Fail
Epibolus pulchripes	14 d	Seq_622	-0.9459650536099942	0.965629332703035	7.84059355390282e-6	1.5699421046303088e-4	5	2	Pass
Epibolus pulchripes	14 d	Seq_623	-18.3361608807013	3.8871405158825927	1	1	3	1	Fail
Epibolus pulchripes	14 d	Seq_626	0.04476098188964811	0.9663501091392298	0.49139530419652555	Inf	8	3	Fail
Epibolus pulchripes	14 d	Seq_628	-0.6255524275592581	0.870145367576691	0.869117357204809	1	9	1	Fail
Epibolus pulchripes	14 d	Seq_631	-0.5464381449081744	0.75340213298698	0.10493863664038829	0.7116084455102112	11	3	Fail
Epibolus pulchripes	14 d	Seq_632	1.7062581149145732	0.9819772345896333	1.0329843962887756e-22	4.7058178053155335e-21	11	3	Pass
Epibolus pulchripes	14 d	Seq_633	0.3197459157822325	0.945782722179307	0.2421274261358846	0.7199864596040643	4	1	Fail
Epibolus pulchripes	14 d	Seq_635	10.591348260336751	3.63541826154328	1.5955641416756544e-10	5.283772023010532e-9	2	2	Pass
Epibolus pulchripes	14 d	Seq_6355	-0.2163487875197693	1.0531749099380519	0.9637118496045898	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_636	4.768148977571858	1.1400634929953284	3.6468133080112886e-7	3.421058198467733e-6	12	3	Pass
Epibolus pulchripes	14 d	Seq_639	3.214582343843132	0.48954876012757625	6.287932218261349e-24	3.2225652618589418e-22	5	2	Pass
Epibolus pulchripes	14 d	Seq_64	-1.4776022549650327	0.5538882851075051	0.8683641486832857	1	12	3	Fail
Epibolus pulchripes	14 d	Seq_640	3.2864091959016326	0.8089565248721629	3.0124501942505443e-19	1.07400398229802e-17	9	3	Pass
Epibolus pulchripes	14 d	Seq_641	1.523024131891272	0.8748408950266175	3.733082077061944e-4	0.002316274548602214	12	3	Pass
Epibolus pulchripes	14 d	Seq_6422	0.16949582786443076	1.0070915471097006	Inf	Inf	1	1	Fail
Epibolus pulchripes	14 d	Seq_643	0.041471754841412654	0.9210032059084285	0.24569496443777067	0.9278142521210067	3	3	Fail
Epibolus pulchripes	14 d	Seq_644	0.5976239549700889	0.43582779974721864	1.544233205463107e-5	2.954632866452745e-4	8	3	Pass
Epibolus pulchripes	14 d	Seq_645	-4.39516511024959	1.5964561607925383	0.999869489250804	1	8	2	Fail
Epibolus pulchripes	14 d	Seq_646	-2.5844055463394686	0.611918423692339	0.9995050005692622	1	11	3	Fail
Epibolus pulchripes	14 d	Seq_648	-2.7762471727752005	0.7087494051667754	0.9999788067698216	1	7	2	Fail
Epibolus pulchripes	14 d	Seq_649	0.12325041367496099	0.49072887859069775	0.0048578391103071585	0.025053006732401698	11	3	Pass
Epibolus pulchripes	14 d	Seq_65	-2.0822249952702414	0.4972776287869045	0.9999395278252436	1	12	3	Fail
