Comparison,diff.btw,diff.win,effect,overlap,OTU,baseMean,Kingdom,Phylum,Class,Order,Family,Genus,Species,Significance
Sterile feed _vs_ Control,3.4729191988400503,2.5426632618906844,1.1764451841851167,0.17616705103658836,Seq_1726,0.019300285652771455,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.4373023483959706,5.6417312227284535,-0.06043863119847753,0.4663213192119982,Seq_1727,0.0015635871817122843,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,NA,Fail
Sterile feed _vs_ Control,-1.457262565980117,2.2414563618347447,-0.5950182342367988,0.22395923090300057,Seq_1734,0.006725842220944754,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.21296582504499373,3.9402085711822457,-0.04738183205644071,0.47668399009963064,Seq_1737,0.011223223689078268,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.6273215913521097,2.978270497262529,0.21716368782635026,0.3750003014047682,Seq_1740,0.006932150234981921,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-1.17114893183307,5.5979138320398905,-0.15828147540337995,0.4375001435262812,Seq_1743,0.00351807115885264,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,beijingensis,Fail
Sterile feed _vs_ Control,0.38129956727683556,3.148448520830855,0.09916592367794773,0.435233307989157,Seq_1779,0.006004479717926927,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA,Fail
Sterile feed _vs_ Control,3.5385348160084886,6.5987384429652876,0.5824716111526645,0.29015601023893667,Seq_1792,0.011675663795826982,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA,Fail
Sterile feed _vs_ Control,3.2615994567070086,7.78941789355323,0.5118255033793921,0.3160626520705316,Seq_1807,0.022321121962610404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,Fail
Sterile feed _vs_ Control,-1.8381290567740969,4.1495449614858995,-0.3396589139711862,0.33854207413757076,Seq_1811,0.0023707778091927208,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA,Fail
Sterile feed _vs_ Control,-1.0294357623850594,6.4797409522905225,-0.12926468244882744,0.41968930359850415,Seq_1812,0.00351807115885264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Fail
Sterile feed _vs_ Control,0.04128025906894539,4.505728242711092,0.005191817088031558,0.49740933222081757,Seq_1817,0.00227177507268305,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,Fail
Sterile feed _vs_ Control,-0.6029429204897463,5.221098007710229,-0.13094459445618561,0.4375001435262812,Seq_1827,0.0019402782358990279,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,NA,Fail
Sterile feed _vs_ Control,3.4225910394740797,6.5547321460964785,0.468893874815668,0.2812506115426518,Seq_1845,0.0024038131344349665,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA,Fail
Sterile feed _vs_ Control,1.4754065444641746,4.337760055597589,0.31251526889513126,0.3160626520705316,Seq_1846,0.0013427700820561551,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,Fail
Sterile feed _vs_ Control,3.4956461411313366,7.010180043923261,0.4893234301084337,0.29015601023893667,Seq_1854,0.014766280682957654,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,0.2790849008085834,2.8751469831339564,0.07924482048812789,0.45595864852165235,Seq_1860,0.002993182779397157,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,NA,NA,Fail
Sterile feed _vs_ Control,-1.1293409505326304,7.95142070763659,-0.1677410262774981,0.39896396622826796,Seq_1864,0.023641189766684247,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,NA,Fail
Sterile feed _vs_ Control,-0.09920626298367896,3.9229743373295403,-0.0206258836730537,0.48958335689084814,Seq_1877,0.0027652344744381633,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.29417943019511394,5.034416439570802,-0.04402146966035934,0.468750070918891,Seq_1883,7.817935908561421e-4,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,matruchotii,Fail
Sterile feed _vs_ Control,0.4460816149071656,5.17169792360685,0.05434819968819275,0.47668399009963064,Seq_1911,0.004515138662883445,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA,Fail
Sterile feed _vs_ Control,-2.24682846988119,5.275738110545555,-0.379910863728133,0.3229171243820439,Seq_1930,0.0033830369799628403,Bacteria,Rare,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,NA,Fail
Sterile feed _vs_ Control,0.2858621463397393,5.681334852732322,0.08011650201100906,0.481865325598072,Seq_1958,0.019363655323775236,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,0.07062827738711874,6.406698702403516,0.013786697308546588,0.4922279966661879,Seq_1959,0.0030753824667058643,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,Fail
Sterile feed _vs_ Control,-1.3721942670627225,4.272046483667488,-0.3094816489496026,0.3678759654424863,Seq_1962,0.0034480367944527564,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Fail
Sterile feed _vs_ Control,2.940299361201352,3.81533692646817,0.7132400129242229,0.18750115922376948,Seq_1966,0.0022210376687988626,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA,Fail
Sterile feed _vs_ Control,-0.6528968710842848,3.423378887887284,-0.14836401735915758,0.4093266346210062,Seq_1990,0.005076960873060749,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.33701330451585143,2.5069583184519484,-0.10572895873903546,0.435233307989157,Seq_2009,0.00802885785294647,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.7476779769474966,6.931649492615163,-0.12275702547975613,0.4739583923616796,Seq_2030,0.015979273693470693,Bacteria,Rare,Vampirivibrionia,Gastranaerophilales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.5695795046242624,7.100085484991649,-0.2680546938694506,0.34715063626832904,Seq_2032,0.017560366896210163,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.4891268327470142,6.459573597838388,-0.2084023829754254,0.4041453003463785,Seq_2062,0.012508697453698274,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA,Fail
Sterile feed _vs_ Control,0.08743968756946785,4.391690998692635,0.016988335086920308,0.48958335689084814,Seq_2091,7.817935908561421e-4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,Fail
Sterile feed _vs_ Control,0.6525369197602142,3.2686761092648347,0.15096603323077096,0.43005197308151655,Seq_2126,0.0032862711053667625,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.3837975492016126,3.725110150611398,-0.11082291474387677,0.45077731327022447,Seq_2155,0.006114268532381249,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,otitidis,Fail
Sterile feed _vs_ Control,-1.525368697265666,2.316324449869466,-0.5120631566923463,0.2746120317825454,Seq_2157,0.005724566004004382,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.35538507971943645,3.616867237917262,0.06670672348930298,0.45077731327022447,Seq_2162,0.006087548487853175,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.948688517385607,7.671643980941724,0.25530966097061947,0.4062502196473848,Seq_2186,0.01206213499305247,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.908473729968602,5.922789546812432,0.7668424547406303,0.160623169477903,Seq_2188,0.015512161618036579,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.1580191600693723,4.333324549792592,0.21349723332605325,0.3802086206168476,Seq_2209,0.0012813416030517321,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Ereboglobus,NA,Fail
Sterile feed _vs_ Control,2.2314085470124354,3.836077089962605,0.5117865999002335,0.23437583654274616,Seq_2221,6.345821910853894e-4,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.807460343575623,3.9559052680874167,-0.43514181859879,0.3367879734466224,Seq_2231,0.002744743246871262,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,Fail
Sterile feed _vs_ Control,3.5853412674302483,6.934850723964704,0.5706414158563304,0.29015601023893667,Seq_2233,0.015453084435653358,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,2.0848398148196035,3.9827841142047093,0.4473668672781738,0.3056999938648578,Seq_2243,0.0035023792718505953,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,2.8647266231603945,4.60315325029542,0.5073232276262603,0.2694307069493125,Seq_2253,0.005833948674310565,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.7340424386018505,5.724377891693567,-0.12969702456596716,0.45312510690235347,Seq_2255,0.0027362775679964976,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA,Fail
Sterile feed _vs_ Control,1.4455275827886096,4.014227145641489,0.34672404638117094,0.33854207413757076,Seq_2256,9.579618970685607e-4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA,Fail
Sterile feed _vs_ Control,-0.6159488227852314,5.093258353606583,-0.08600491364054458,0.44041464299558164,Seq_2263,0.0042019160737296205,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.5739365384679571,3.376607959228041,0.1753534452778484,0.4062502196473848,Seq_2267,0.00625525111519083,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,2.580367164988645,7.549474408926039,0.3472991120681763,0.3937826322774743,Seq_2331,0.014322767954786392,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.4848897577914464,6.109291188913497,0.19803569165710755,0.42708350174596327,Seq_2451,0.016419457675624523,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.3274780133302846,5.738874291720623,-0.4436222167896181,0.3056999938648578,Seq_2460,0.003759728034149584,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.5808468774185798,3.057742144532563,-0.12366320491639064,0.421875181024094,Seq_2509,0.0026819802942949387,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.497105818586652,6.958727123321701,0.47563940782727354,0.31770880857926515,Seq_2514,0.007554841279652752,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA,Fail
Sterile feed _vs_ Control,4.1173778177186104,3.5636484636754284,1.187192537610606,0.08290462227165131,Seq_2517,0.0038511207528456803,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,NA,Fail
Sterile feed _vs_ Control,1.7080628937542244,5.433572604540612,0.301045808370504,0.4062502196473848,Seq_2526,0.014869230516176278,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,NA,NA,Fail
Sterile feed _vs_ Control,2.7406375147376876,4.174670634526962,0.5566069741617552,0.22916753310245255,Seq_2527,0.004411042751211176,Bacteria,Rare,Acidobacteriae,Subgroup_2,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.8191172382656777,5.868950718015889,-0.10456736497106967,0.4663213192119982,Seq_2577,0.0023453807725684265,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,Fail
Sterile feed _vs_ Control,3.3007556562503435,4.176845994323373,0.7011941138894615,0.20312603648703628,Seq_2594,0.003172910955426947,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,3.9152588579830887,6.444228193657703,0.5638542967420019,0.29533733758434044,Seq_2609,0.005086573480640501,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.026617504256869,3.8615081243108245,-0.2280794261566465,0.39062525967192036,Seq_2637,0.0036724137639262567,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.25332730591202957,5.53543296268625,-0.04837779678080034,0.48437503535546167,Seq_2647,6.467594119663427e-4,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.275076315874216,4.965396462799752,-0.4374237922311579,0.29533733758434044,Seq_2652,0.005537554950482911,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.2842327583926352,6.179704187010933,-0.06095035987328846,0.47668399009963064,Seq_2694,0.0046432666260566345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.273386101780024,6.440584043599346,0.471319587991037,0.33160664253884775,Seq_2698,0.01051225185999037,Bacteria,Rare,Saccharimonadia,Saccharimonadales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.10863809152004933,5.395292061065733,-0.01788393320704529,0.4922279966661879,Seq_2723,7.817935908561421e-4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA,Fail
Sterile feed _vs_ Control,-1.40459639638195,6.591919239418729,-0.193912348135081,0.42487063828157756,Seq_2759,0.012117800658270202,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,2.6617702224892614,6.677983054277717,0.39393665068343575,0.3056999938648578,Seq_2797,0.007820279396070773,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Fail
Sterile feed _vs_ Control,1.9432478592646047,5.177154840734767,0.31118262919991135,0.33160664253884775,Seq_2802,0.012652206178030655,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.0984067771235013,5.735414955961423,-0.3029961619649394,0.3437503914342893,Seq_2841,0.004232347660263882,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus,NA,Fail
Sterile feed _vs_ Control,0.35569801019689073,3.2346413023479226,0.08766624919261129,0.4663213192119982,Seq_2918,0.004759518105329237,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Ereboglobus,NA,Fail
Sterile feed _vs_ Control,-2.1390407116337293,5.071081748228289,-0.4094312306942598,0.29166723654711024,Seq_2944,0.0047415556183854415,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.572638338286108,4.349712569221798,-0.34484106961521827,0.33160664253884775,Seq_2964,0.0023707778091927208,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,NA,Fail
Sterile feed _vs_ Control,-1.507071791616828,6.65714174158646,-0.20446341958532627,0.42708350174596327,Seq_3006,0.007427039113133351,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,fontiphilum,Fail
Sterile feed _vs_ Control,-0.7747950663338496,6.399113474151118,-0.12016602277172528,0.41968930359850415,Seq_3076,0.004690761545136853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA,Fail
Sterile feed _vs_ Control,1.7820507823904235,6.185845256268503,0.30426466784774153,0.3229171243820439,Seq_3081,0.012988486569763603,Bacteria,Firmicutes,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.6971518538624668,3.5947842395212115,0.17263824077894918,0.43005197308151655,Seq_3135,0.0029689800098240677,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.0936387373871046,5.55680557734146,0.47942993663316646,0.3212439818290868,Seq_3149,0.0010173146961281003,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA,Fail
Sterile feed _vs_ Control,3.190363842334124,5.424641546739062,0.5313383793621027,0.27604229999348795,Seq_3164,6.782097974187334e-4,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,Fail
Sterile feed _vs_ Control,-2.068258733483166,4.409876150446675,-0.42884585025781463,0.29533733758434044,Seq_3175,0.00380779649088997,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,4.89312903844976,5.407569190387126,0.7275571978215696,0.2746120317825454,Seq_3248,0.006645065680391476,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.38160431389001204,5.203269049986496,-0.0687446358398695,0.4635417495227036,Seq_3295,7.817935908561421e-4,Bacteria,Rare,Oligoflexia,0319-6G20,NA,NA,NA,Fail
Sterile feed _vs_ Control,2.4913825171817994,6.599857063266561,0.33588384971288987,0.3626946327483506,Seq_3301,0.004559214230682518,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA,Fail
Sterile feed _vs_ Control,1.6328877138031137,5.817892143110837,0.28297163908956213,0.41450796904173526,Seq_3354,0.01052201710834807,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.20127219902153826,5.379356618255554,0.03307110602273252,0.481865325598072,Seq_3445,0.0011726903862842133,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA,Fail
Sterile feed _vs_ Control,3.297113772612046,3.5303270331525436,0.7497513124582998,0.16145974640553556,Seq_3485,0.003172910955426947,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.5886721243332147,3.3038056124915176,-0.12720463644446783,0.4375001435262812,Seq_3492,0.0024997233776420436,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,5.271878643440671,6.049389283230602,0.7768076548758445,0.2124361944531906,Seq_3593,0.0030648350212997577,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,1.6043284540032259,5.221035236783951,0.2516215223069922,0.3854169400435014,Seq_3609,0.003690817413576145,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA,Fail
Sterile feed _vs_ Control,-0.19793392735863868,5.330400895667663,-0.03514077760864019,0.47668399009963064,Seq_3677,9.701391179495139e-4,Bacteria,Rare,Polyangia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.6430593069498158,5.940626027268512,-0.09600952466309849,0.4611399838382424,Seq_3678,0.00351807115885264,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA,Fail
Sterile feed _vs_ Control,-0.7894507121330934,4.989243119808193,-0.13228032858583427,0.435233307989157,Seq_3759,0.001954483977140355,Bacteria,Rare,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA,Fail
Sterile feed _vs_ Control,-1.553922441638445,4.002976903818182,-0.31750344955424015,0.3437503914342893,Seq_3785,0.0034480367944527564,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA,Fail
Sterile feed _vs_ Control,5.357378489274864,5.406721016475875,0.8851728324342472,0.20312603648703628,Seq_3793,0.0037387478410800053,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,-1.8656910092253156,4.059683930721747,-0.4194049656699558,0.3125004932063641,Seq_3797,0.00257332907752742,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.6396304415833267,5.413798188313888,-0.11827514628492383,0.4663213192119982,Seq_3868,0.001954483977140355,Bacteria,Rare,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA,Fail
Sterile feed _vs_ Control,0.03148239177940759,4.964102985111181,0.004923928792231507,0.4922279966661879,Seq_3899,7.817935908561421e-4,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA,Fail
Sterile feed _vs_ Control,-0.6639471154416707,3.2471770849357835,-0.16613053813731882,0.4093266346210062,Seq_4054,0.0024997233776420436,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,NA,NA,Fail
Sterile feed _vs_ Control,1.9283706267657248,5.565821429416022,0.32985617780712506,0.3750003014047682,Seq_4127,0.0014211024244716282,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.3327226665148748,5.2795545352655475,0.273244484274177,0.38860129850521385,Seq_4144,0.0033517125148667787,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.6866963691968229,4.245971858622151,0.27407621013917716,0.3108813227407097,Seq_4148,0.0041369614629359844,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA,Fail
Sterile feed _vs_ Control,-1.819893575564814,4.359448834724921,-0.3780309314148439,0.341969304696059,Seq_4251,0.002514277666957285,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.40079645534229424,5.848280367323526,-0.07315422792178815,0.48437503535546167,Seq_4387,0.001954483977140355,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA,Fail
Sterile feed _vs_ Control,-0.5723214164694967,5.27087117641281,-0.09697865224727624,0.4715026546350488,Seq_4388,0.0011726903862842133,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,Fail
Sterile feed _vs_ Control,-0.9189538773814574,5.92511173984804,-0.17431596601904475,0.41450796904173526,Seq_4531,0.0015635871817122843,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Belliella,pelovolcani,Fail
Sterile feed _vs_ Control,2.32836545294074,5.739705397457103,0.4136174455507323,0.3072921782887413,Seq_4835,6.868037526957046e-4,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,-0.5981128982772344,5.452446726716738,-0.12056903022179148,0.4427084645663884,Seq_5079,0.001954483977140355,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,NA,Fail
Sterile feed _vs_ Control,-0.2992214442056085,5.378159168104485,-0.04955471724192817,0.468750070918891,Seq_5544,0.0011726903862842133,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,Fail
Antibiotics (5X) _vs_ Control,-11.599284660491504,3.2664402560701467,-2.287460402549737,3.6539984880401186e-4,Seq_2,20.091910229225512,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Fail
Antibiotics (5X) _vs_ Control,8.449212546852928,2.9606777957275403,2.793434748601138,3.6539984880401186e-4,Seq_3,5.236924785287939,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,NA,Fail
Antibiotics (5X) _vs_ Control,2.154341384905059,2.6563937422729196,0.6634391310423763,0.2812506115426518,Seq_4,1.7676048602029844,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,NA,Fail
Antibiotics (5X) _vs_ Control,1.6949124841218053,2.7865943897606247,0.5302525370040896,0.2487054153984285,Seq_5,1.0071956805401376,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Fail
Antibiotics (5X) _vs_ Control,-2.259954034836923,5.888522919747299,-0.3337234735089442,0.421875181024094,Seq_6,3.667655525549023,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,Fail
Antibiotics (5X) _vs_ Control,-6.439828796223068e-4,12.02061816092204,-0.0013296811772542131,0.5,Seq_7,3.354457604487313,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Candidatus_Symbiothrix,NA,Fail
Antibiotics (5X) _vs_ Control,3.1848032851052532,3.3303928736384774,0.8493467843286453,0.3281254405908101,Seq_8,1.3624587565026474,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,phenylacetica,Fail
Antibiotics (5X) _vs_ Control,6.600568354774837,1.6317573727838335,4.114593902508741,3.6539984880401186e-4,Seq_9,1.0684920129739086,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,Fail
Antibiotics (5X) _vs_ Control,-3.024313056840003,4.689868015831747,-0.8020906203830203,0.23958414114009113,Seq_10,3.550643565623929,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,NA,Fail
