Comparison,diff.btw,diff.win,effect,overlap,OTU,baseMean,Kingdom,Phylum,Class,Order,Family,Genus,Species,Significance
Sterile feed _vs_ Control,-3.075625405218661,4.5534801938225495,-0.5898455896673536,0.23437583654274616,Seq_933,0.0010688214106304977,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.8895076641328243,2.232688078277718,0.6880154446578426,0.19171095726038398,Seq_934,0.05348861238705021,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,5.307432923858582,2.483400905371381,2.1326823170047042,0.005233195823184881,Seq_935,0.03183166518090293,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,Fail
Sterile feed _vs_ Control,4.563003411612806,2.1616083204376837,2.2162721792045352,3.6539984880401186e-4,Seq_939,0.04015560628455032,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,3.5214875695848082,2.9521129043285166,1.1787686029528381,0.0729202363990322,Seq_941,0.0082543973526104,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,NA,Fail
Sterile feed _vs_ Control,-2.521298521546651,1.3588085053917798,-0.8872480806590402,0.23958414114009113,Seq_945,0.06435743200884018,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.2461746470864412,2.2074534473254097,-0.5827547507296832,0.2447924468177518,Seq_968,0.0283128494183396,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-3.8894362471964,1.6643501147488955,-1.766007409601821,0.06250421856082614,Seq_980,0.04241543822507481,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Finegoldia,NA,Fail
Sterile feed _vs_ Control,-0.21280502021224112,0.8735121067032026,-0.23282259570319602,0.4093266346210062,Seq_982,0.029722635165039778,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,0.7806068804194766,7.269978843615697,0.10687381935465068,0.4663213192119982,Seq_986,0.03969622628288456,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,Fail
Sterile feed _vs_ Control,-1.3631197983646635,2.3586991692195998,-0.3224993499676032,0.341969304696059,Seq_987,0.04687788536609812,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,5.160336943180113,2.9656641448222523,1.8225928253892223,3.6539984880401186e-4,Seq_995,0.027283498308367828,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.5323298350979728,2.6659646292761403,0.17905460303587245,0.43005197308151655,Seq_996,0.06108889541260335,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA,Fail
Sterile feed _vs_ Control,5.478452482738479,2.6394365322662274,2.001399712918747,0.005233195823184881,Seq_1000,0.03143334662246815,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,Fail
Sterile feed _vs_ Control,4.899405444558721,2.3533745815475173,2.0871485715714186,0.005233195823184881,Seq_1010,0.026544940820465476,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Fail
Sterile feed _vs_ Control,-1.5414291045848696,1.3871953319076695,-0.824244872033564,0.21875093003607377,Seq_1018,0.03859145987994858,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA,NA,Fail
Sterile feed _vs_ Control,0.6030119873511328,1.7796178899023962,0.26517296696274517,0.34715063626832904,Seq_1019,0.018970122378635962,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,1.6465698787521825,2.6647658966664904,0.49667309509874114,0.3160626520705316,Seq_1020,0.010376367396261072,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,1.1664435710940548,3.8703745419576654,0.26491470309605303,0.3367879734466224,Seq_1025,0.006760414272197808,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.945476896015653,3.712077420917958,0.21050328729814638,0.3626946327483506,Seq_1031,0.0018541613348600288,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-3.920690949849143,5.137452783600254,-0.6915619809063199,0.21761750791097167,Seq_1035,0.003206464231891493,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA,Fail
Sterile feed _vs_ Control,-2.052878035943693,4.939005784438167,-0.5199098780074956,0.2538867370173688,Seq_1036,0.060386677054884534,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.29923002933257337,3.6383581329432797,0.09580603805919205,0.4583334281811429,Seq_1038,0.036181395664437246,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.14707481981432569,0.9344539835567467,-0.1589332117774419,0.435233307989157,Seq_1040,0.023293106387419923,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.03667371746148529,2.9461708232980692,0.007223928871874797,0.4947916784415895,Seq_1041,0.011858178882167473,Bacteria,Rare,Acidobacteriae,Acidobacteriae_or,Acidobacteriae_fa,Paludibaculum,NA,Fail
Sterile feed _vs_ Control,-0.371840038324045,1.3910823886740245,-0.22519045132666196,0.39062525967192036,Seq_1045,0.041432769917580874,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,5.094338662447662,2.654893176738402,1.9441414346618795,3.6539984880401186e-4,Seq_1049,0.02950060027453302,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,-0.27835015354731674,3.072429001980825,-0.085644623531873,0.44559597809209983,Seq_1051,0.046045843793814774,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.10039381761334365,3.091198469388252,-0.02123361446025203,0.4947916784415895,Seq_1054,0.03433114505154657,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,0.08187561465641657,2.9649211841406844,0.015713288958413094,0.481865325598072,Seq_1055,0.06750327677100676,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,NA,Fail
Sterile feed _vs_ Control,2.9907700055778292,4.401416953069261,0.6580849781526268,0.23316145645076272,Seq_1071,0.008928806898781115,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,H1,NA,Fail
Sterile feed _vs_ Control,0.865671069500042,1.9211753462032348,0.35943506591082075,0.3056999938648578,Seq_1072,0.007961349685830788,Bacteria,Rare,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.8704162092202923,1.1121697306526723,-1.5930351002170957,0.06771220268144004,Seq_1076,0.01340028206974845,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,NA,NA,Fail
Sterile feed _vs_ Control,3.1165346397411335,5.931952444754685,0.4639254921998378,0.3367879734466224,Seq_1077,0.0647595942908447,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,Fail
Sterile feed _vs_ Control,0.9871102491960313,2.565982309378178,0.29684617404066294,0.3593753451929687,Seq_1078,0.0038674709411576406,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA,Fail
Sterile feed _vs_ Control,-1.8540070028007607,1.0774591723743914,-1.2529308449629142,0.15625147348268187,Seq_1081,0.08028996080930116,Bacteria,Rare,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,NA,Fail
Sterile feed _vs_ Control,2.356233262150302,3.095429091517402,0.6575714821926997,0.22395923090300057,Seq_1098,0.003777649021521128,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-3.602745211615904,3.2109753860619596,-0.4311245016021556,0.3333337571830611,Seq_1101,0.06969412429234559,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,0.9013111202974144,1.6642592664944553,0.4519706050806905,0.3072921782887413,Seq_1102,0.045691190673224844,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.036188764643954485,4.319772910881676,-0.005809190383880503,0.48958335689084814,Seq_1109,0.009079222751694824,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA,Fail
Sterile feed _vs_ Control,3.4064846515797456,3.6976610825974907,0.9306208462704955,0.21761750791097167,Seq_1110,0.026001387237266665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.8560270190595736,1.1687248305031783,-0.657564353102861,0.24352409472047634,Seq_1112,0.024876931469888654,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,-1.3204116522313276,2.7312340168998936,-0.3359935175905575,0.3333337571830611,Seq_1116,0.059271338213439884,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.2575769656080578,4.6761523813517565,-0.35190463679037737,0.33854207413757076,Seq_1120,0.014261454239024337,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.4470131103709054,1.7797637844363488,0.6389436658895047,0.19791774206198248,Seq_1124,0.013022937958847177,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.0029336007031321998,2.0867443734068543,-0.0037141133474616343,0.5,Seq_1126,0.013837458744797833,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.19718365487227008,2.9654161150871747,-0.03963939048799364,0.48704666112277173,Seq_1138,0.0088877677734996,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,Fail
Sterile feed _vs_ Control,1.4981995092370406,3.405275821226863,0.3514358519794305,0.3782386315434618,Seq_1141,0.008104707493231587,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,NA,Fail
Sterile feed _vs_ Control,2.2283717694168015,3.293284462063264,0.5662810786230636,0.3212439818290868,Seq_1143,0.03225834776585584,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,NA,Fail
Sterile feed _vs_ Control,-1.758370381595487,1.6099830086359592,-1.1348215312758183,0.05181857180955549,Seq_1145,0.06271764754460964,Bacteria,Rare,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA,Fail
Sterile feed _vs_ Control,-1.3970701603320643,3.31343379342168,-0.4199092565323911,0.3437503914342893,Seq_1148,0.06930095810522137,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Candidatus_Symbiothrix,NA,Fail
Sterile feed _vs_ Control,3.9465043673597258,2.4599017580290417,1.29853675610545,0.0466378252022128,Seq_1156,0.010519884814790527,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,Fail
Sterile feed _vs_ Control,-0.8879817722439203,2.757263072125795,-0.21777334095015619,0.3575133003109629,Seq_1157,0.02539003471135935,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-2.0241564667752465,1.37453633461541,-1.460785043574802,0.0725424130337005,Seq_1161,0.03813272582017887,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,4.469504125320137,2.682673779903121,1.6617853697352738,0.0155616731380917,Seq_1172,0.017675538925024784,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.8178229116571618,1.5857084606089584,-0.2166109779007177,0.35416702697949315,Seq_1176,0.02881702580983687,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.7855336174654415,1.3029833530842154,-1.246170448490965,0.14583494005856223,Seq_1177,0.06814539839220368,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.131100252144792,2.4554220630889114,-0.6003110612931735,0.28497468346637034,Seq_1196,0.021797193970204982,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.7943539858092086,2.8342776028121692,0.5019385595307442,0.28645892373980425,Seq_1197,0.016941135143100146,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.1018713452282238,2.030077177130699,-0.3021180758766247,0.3264253119926425,Seq_1198,0.02737513498663669,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.225567859752208,4.001879977996517,0.28894398501667895,0.3626946327483506,Seq_1205,0.0026222556526359357,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,Fail
Sterile feed _vs_ Control,0.045765211062152034,1.8515977051439894,0.028344611974549204,0.48704666112277173,Seq_1207,0.01643197707183773,Bacteria,Rare,Synergistia,Synergistales,Synergistaceae,Candidatus_Tammella,NA,Fail
Sterile feed _vs_ Control,2.0240977412812127,3.7388026194320414,0.41732902053549636,0.34895870905425247,Seq_1218,0.010536396951245986,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA,Fail
Sterile feed _vs_ Control,1.0666876727239343,1.861236074547251,0.45126940070518773,0.23958414114009113,Seq_1219,0.03174801326856812,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,NA,Fail
Sterile feed _vs_ Control,-2.2763641070259393,3.405524239732845,-0.4889661266374553,0.3125004932063641,Seq_1220,0.07470863884150081,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,-0.4830997448208736,2.3632509735173395,-0.13368532633552652,0.41450796904173526,Seq_1224,0.021733262040916808,Bacteria,Rare,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA,Fail
Sterile feed _vs_ Control,1.5706994782702681,2.3512626633772085,0.5247192295855999,0.2124361944531906,Seq_1225,0.0083414568953891835,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA,Fail
Sterile feed _vs_ Control,2.4957327464565946,2.551001141298112,0.8702210470599875,0.12953551626667706,Seq_1235,0.009104074329450314,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,1.1769065591510266,3.9854150200548712,0.26039899011622997,0.41450796904173526,Seq_1243,0.011524052598951801,Bacteria,Rare,Coriobacteriia,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.23871241963207623,2.4892714174707145,-0.05833551144203683,0.4583334281811429,Seq_1250,0.024191802149545413,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.728184473666949,1.0414120127951199,-1.621178153452095,0.01564272201269862,Seq_1252,0.04871747633191865,Bacteria,Rare,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,NA,Fail
Sterile feed _vs_ Control,0.4377076622163152,0.9643712952013423,0.38723656662920414,0.3108813227407097,Seq_1257,0.03994958890580655,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,NA,Fail
Sterile feed _vs_ Control,-0.30483671232892284,2.5032752673112366,-0.0908049345279171,0.44791678569462046,Seq_1258,0.013672144556856522,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,Fail
Sterile feed _vs_ Control,-0.7030303955809263,2.7799081802371566,-0.1930235711585126,0.4041453003463785,Seq_1259,0.05720067754289416,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.863542673426351,2.8783476200660942,0.47629587809724316,0.22916753310245255,Seq_1260,0.006181652163819797,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,NA,NA,Fail
Sterile feed _vs_ Control,-3.044456641988389,1.606863485155948,-1.7668776805373831,0.010443256861835112,Seq_1265,0.05083567833666752,Bacteria,Firmicutes,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.8930676689266246,5.6905126387672915,-0.2994329947067367,0.4166668604270799,Seq_1272,0.011946413003331857,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,NA,Fail
Sterile feed _vs_ Control,3.021690409595113,6.118291529023219,0.4206418753013448,0.33854207413757076,Seq_1273,0.06005295970395389,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,4.2577999459842975,2.722678059758116,1.4486656105060756,0.0259172268997107,Seq_1276,0.031485061108065295,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-1.7982160933670288,5.710837496396842,-0.2917195345219424,0.3575133003109629,Seq_1280,0.03253449662989659,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.513467174826876,2.4947111718185155,-0.28103638491718397,0.33854207413757076,Seq_1282,0.01735681151562528,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,3.020662948763741,2.4058209438970337,1.087888041139286,0.09844812603851023,Seq_1295,0.006366950280265521,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,0.08000858685659029,3.9914524412210444,0.013365548633741203,0.4922279966661879,Seq_1297,7.591670000951784e-4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA,Fail
Sterile feed _vs_ Control,0.05005619755895818,2.4572454482593464,0.015834450284115283,0.48958335689084814,Seq_1304,0.019487403982687456,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,2.283756119218869,2.8204473313328364,0.6997122192362291,0.16145974640553556,Seq_1305,0.008425867426620484,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,1.8158478881177835,5.514471424506229,0.31229273878702035,0.3802086206168476,Seq_1312,0.04728623866207763,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.1437281110893869,2.1918110873708185,-0.5207163538968269,0.27979335730170235,Seq_1317,0.02907522526447979,Bacteria,Rare,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,NA,Fail
Sterile feed _vs_ Control,-0.12488234532106901,2.6464680588471285,-0.04153393546425388,0.4739583923616796,Seq_1318,0.030883968995682364,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.558532776053105,2.6880193168420865,-0.3461581562891097,0.3264253119926425,Seq_1319,0.03968686594994726,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.1122138481366122,1.695869406548395,-0.5752942928503748,0.28497468346637034,Seq_1320,0.039199314377110286,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,-2.1993681763276314,1.3239397865226543,-1.4905453406464655,0.0729202363990322,Seq_1327,0.04451895027252102,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,0.6248035928971394,4.353442094649919,0.14744858414841736,0.43229182258312365,Seq_1328,0.04962300613184761,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,NA,Fail
Sterile feed _vs_ Control,3.2867635666332697,2.930764081814565,1.0598061099689753,0.07812830979759428,Seq_1336,0.006373122721114877,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.17642017545307986,2.1787601781726726,-0.05511874880842261,0.4663213192119982,Seq_1342,0.017059889367022147,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,-2.2646652544363217,2.6539507550772115,-0.5818802787476284,0.29166723654711024,Seq_1347,0.04532757704101701,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.22083715371827228,5.0197395911163545,-0.03765183923605613,0.48704666112277173,Seq_1348,0.006821708614237465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-3.3443226099316625,4.832143345776191,-0.6283959945465865,0.26562567900481326,Seq_1357,0.046036406272131694,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,NA,NA,Fail
Sterile feed _vs_ Control,3.739912863732803,2.517193422034852,1.3705045129037323,0.04167314954359542,Seq_1359,0.009706491221424363,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.4591516614487938,4.352411559790378,-0.09414829397887883,0.4739583923616796,Seq_1373,0.004194335439800144,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,Fail
Sterile feed _vs_ Control,0.5989618055324133,5.168843817283146,0.12380881649204202,0.39896396622826796,Seq_1381,0.05585898362606714,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.6225966789535029,1.485101820993731,-0.31836302425543817,0.3678759654424863,Seq_1398,0.01915420376167565,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.44508254550172754,2.4914465429217305,-0.1841587841778336,0.4427084645663884,Seq_1408,0.01074748144452106,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.2620567013963182,1.6559852192094642,-0.08137515192099024,0.45312510690235347,Seq_1409,0.009738593095451144,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Termite_planctomycete_cluster,NA,Fail
Sterile feed _vs_ Control,2.0746840728820874,5.464226017557037,0.33459348297746205,0.3750003014047682,Seq_1418,0.04366663379853581,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Fail
Sterile feed _vs_ Control,1.2165073058889542,1.9954461256768203,0.5740490497852955,0.2500007535053072,Seq_1424,0.007036861973448669,Bacteria,Firmicutes,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.7710631728131316,2.4080384213979666,1.3693041785676427,0.05208845857586993,Seq_1425,0.011902652331803421,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,NA,Fail
Sterile feed _vs_ Control,2.796930627554902,2.5805409565427695,0.9725420234527936,0.10416906367182907,Seq_1426,0.006394063576901013,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,Fail
Sterile feed _vs_ Control,-0.2468259778817954,2.3327443214650794,-0.06415641898712919,0.481865325598072,Seq_1431,0.034159782309982255,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,NA,Fail
Sterile feed _vs_ Control,3.919094255984687,2.953150148744525,1.3198411630075708,0.06250421856082614,Seq_1432,0.010900680081457148,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.7875921861156474,1.0504280411085931,-0.6109321446345649,0.2604173696561931,Seq_1433,0.030293640745741493,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.7762083401243416,1.1236550351922299,-0.6307017381734336,0.26424938284549565,Seq_1439,0.018926454672534697,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,NA,Fail
Sterile feed _vs_ Control,0.7674253052199189,3.140986062461975,0.22101120023014825,0.3854169400435014,Seq_1442,0.003169391032291029,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Vitreoscilla,NA,Fail
Sterile feed _vs_ Control,-1.4012052772249222,2.395992243098629,-0.4467410226163778,0.2968755499292992,Seq_1447,0.009621054534827663,Bacteria,Firmicutes,NA,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,2.290340987756003,5.290104363322442,0.3932483337053341,0.3645836636784878,Seq_1449,0.02172988705939751,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,M2PB4-65_termite_group,NA,NA,Fail
Sterile feed _vs_ Control,2.5810102503194106,5.534204587259243,0.4663530299928953,0.341969304696059,Seq_1450,0.03596935950649506,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,1.1576712711252268,6.553640999959469,0.14997175790823972,0.43005197308151655,Seq_1457,0.057814262762479765,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA,Fail
Sterile feed _vs_ Control,-3.58234526230389,1.8405835071356602,-1.9261380093074805,0.005233195823184881,Seq_1458,0.03190502204184235,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA,Fail
Sterile feed _vs_ Control,-3.3628158553533236,4.633376908445147,-0.6024473619521531,0.21761750791097167,Seq_1468,0.029607317231733345,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA,Fail
