Comparison,diff.btw,diff.win,effect,overlap,OTU,baseMean,Kingdom,Phylum,Class,Order,Family,Genus,Species,Significance
Sterile feed _vs_ Control,0.9360216340681138,5.265140108063569,0.1587139673447828,0.36979198242064654,Seq_1561,0.023842214353468373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.0539078139185003,1.658104732861089,0.7812605760812749,0.18652965283039225,Seq_1562,0.030521546788700383,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,aerolata,Fail
Sterile feed _vs_ Control,0.32775209791143567,2.0796255350265307,0.11367897767262873,0.42708350174596327,Seq_1563,0.013606320966816908,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA,Fail
Sterile feed _vs_ Control,-2.740918976003017,2.440933105208786,-1.0963138199823916,0.05729629755404447,Seq_1565,0.021648746287679193,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,NA,Fail
Sterile feed _vs_ Control,0.3456289957440166,0.9024346933601066,0.3439868061173286,0.3333337571830611,Seq_1568,0.02478130636631953,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA,Fail
Sterile feed _vs_ Control,-0.92271857757724,2.158520832016234,-0.3913101951859912,0.3782386315434618,Seq_1569,0.04189076857018951,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA,Fail
Sterile feed _vs_ Control,-0.34625851514225126,1.5345789342214582,-0.18136670374473315,0.3802086206168476,Seq_1570,0.02439382576024865,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,-1.8874691936286432,4.442358234593702,-0.3960460450077665,0.29533733758434044,Seq_1572,0.008349750541182692,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA,Fail
Sterile feed _vs_ Control,-0.453172295848999,1.4070945052087689,-0.3435378785678054,0.3730572983788177,Seq_1577,0.029564114396659985,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.014372572466712974,1.8386502796683946,-0.009266095015896657,0.4947916784415895,Seq_1578,0.03413259342651089,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA,Fail
Sterile feed _vs_ Control,0.36620199749707805,1.3337787554991651,0.2453176101374868,0.39896396622826796,Seq_1579,0.023070811359438916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA,Fail
Sterile feed _vs_ Control,0.2123620852402901,2.6764909461734936,0.049886823286787035,0.45077731327022447,Seq_1580,0.030890209642646785,Bacteria,Rare,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,-3.574438951932671,3.827903605786796,-0.8689588235624778,0.12953551626667706,Seq_1581,0.040006226668294946,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-0.45533312477010934,3.274906336784287,-0.09812546066321565,0.4166668604270799,Seq_1582,0.02313258858943392,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA,Fail
Sterile feed _vs_ Control,1.4874312999874464,1.8676396458604003,0.7790270710986669,0.17187630277713065,Seq_1583,0.022034383112193766,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA,Fail
Sterile feed _vs_ Control,1.4837586666477263,1.8416670922477163,0.6802647864605552,0.10362932940435422,Seq_1587,0.02088751333215603,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,NA,Fail
Sterile feed _vs_ Control,0.1273528315285679,0.9583174432729544,0.1406872005384197,0.42487063828157756,Seq_1588,0.027576565388606943,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA,Fail
Sterile feed _vs_ Control,1.1169266279248022,1.3138772952170896,0.7433256886108937,0.1813483506875375,Seq_1589,0.032483945138452014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA,Fail
Sterile feed _vs_ Control,0.6867135892531113,1.4006080286076914,0.4769773865116831,0.3281254405908101,Seq_1590,0.0330739462117305,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA,Fail
Sterile feed _vs_ Control,-1.261871228589328,2.133283963339351,-0.516393587940001,0.20725488253161325,Seq_1595,0.027681071457081406,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,flavus,Fail
Sterile feed _vs_ Control,-0.05925555259912496,1.1003463236660247,-0.04113861936411726,0.4739583923616796,Seq_1596,0.025528404549122894,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.7236365085681591,1.3151281711669194,0.5496807829891974,0.27083398913296086,Seq_1597,0.028706069163179002,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,1.3612894950239163,1.0249901375787926,1.3004345529115966,0.08290462227165131,Seq_1598,0.0313940355331862,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Fail
Sterile feed _vs_ Control,-1.0161029577951721,1.166362841385011,-0.7765520933462934,0.23958414114009113,Seq_1604,0.025347725523235696,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA,Fail
Sterile feed _vs_ Control,0.2341280038706275,0.8662705805844997,0.24130462193597496,0.3834199649231569,Seq_1605,0.023866024955156034,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Fail
Sterile feed _vs_ Control,2.367922456988407,1.3662106273918093,1.5912330226513234,0.020738564384523036,Seq_1606,0.02550032186957718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,NA,Fail
Sterile feed _vs_ Control,5.6526202912291055,4.1864026969170665,1.403437190697195,0.08808576934242601,Seq_1607,0.018557700125780594,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.942012586939687,2.7406316778530497,-0.9468599593487617,0.041457228073882454,Seq_1610,0.014791409347420334,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA,Fail
Sterile feed _vs_ Control,-1.1584438054347972,0.7371567850470235,-1.5560107379242796,0.04167314954359542,Seq_1612,0.02928400980769449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.80907402311505106,1.756877787352665,-0.4206282614032706,0.26562567900481326,Seq_1613,0.018269816427489847,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Fail
Sterile feed _vs_ Control,-0.31798423012015853,1.1291739631368722,-0.21475872617596348,0.3937826322774743,Seq_1619,0.029415883281253514,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Fail
Sterile feed _vs_ Control,-3.5305935760744207,3.519965434036762,-0.8012112608875355,0.13989804680407464,Seq_1620,0.019667240380504474,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,NA,Fail
Sterile feed _vs_ Control,-3.1431924684388797,2.32801395400309,-1.3198160740894775,0.020738564384523036,Seq_1623,0.04320986978072591,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA,Fail
Sterile feed _vs_ Control,-4.2582771789226195,2.641800889426965,-1.58330531015699,0.01564272201269862,Seq_1624,0.02328801788421565,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,thiooxydans,Fail
Sterile feed _vs_ Control,0.28222667964388126,3.9296961492874063,0.04035532295723027,0.4739583923616796,Seq_1625,0.028411517228769938,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA,Fail
Sterile feed _vs_ Control,0.082025222094261,1.175433419862899,0.08462307427434804,0.45595864852165235,Seq_1626,0.029295178440976007,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA,Fail
Sterile feed _vs_ Control,1.2072857241777175,0.9403984214655425,1.2103814550527934,0.0729202363990322,Seq_1627,0.02459068377899042,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,NA,Fail
Sterile feed _vs_ Control,2.258677365078009,2.9561845365664032,0.6504164988087957,0.17187630277713065,Seq_1628,0.021077296557312063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA,Fail
Sterile feed _vs_ Control,-0.02850388145813998,1.264549821854378,-0.01848587043075475,0.48958335689084814,Seq_1630,0.025211882841512778,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Fail
Sterile feed _vs_ Control,0.026369814111579792,1.4857891375193937,0.014736566903746567,0.4922279966661879,Seq_1635,0.030670705708696008,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,Fail
Sterile feed _vs_ Control,1.1655010038748719,1.5000371360245701,0.6126247900692707,0.2487054153984285,Seq_1636,0.03717935279077706,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.7497126407080685,1.4820087335583336,0.5074711069671278,0.28497468346637034,Seq_1637,0.023480068261161727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,-4.645076191939553,4.794227904056912,-0.7450928874878846,0.1658044601570453,Seq_1638,0.016878575491628935,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA,Fail
Sterile feed _vs_ Control,-3.8115766558212867,2.779687782155224,-1.353537895790748,0.056999427184058336,Seq_1641,0.016311592720397994,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,Fail
Sterile feed _vs_ Control,0.17053385249382647,3.831125228108375,0.05070613746012111,0.4715026546350488,Seq_1643,0.026864650421777207,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA,Fail
Sterile feed _vs_ Control,-0.047832770108151124,0.9349230742641046,-0.035446600302140585,0.4663213192119982,Seq_1644,0.026482375515799083,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,Fail
Sterile feed _vs_ Control,0.10963629427993737,1.3783693880051686,0.05852048144991987,0.4583334281811429,Seq_1649,0.029298035607480705,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.7481938365024376,1.5984345705989815,0.3660879065466143,0.2812506115426518,Seq_1650,0.016644570239138134,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA,Fail
Sterile feed _vs_ Control,0.9304389894822176,1.2030322420223136,0.8350890730296606,0.21875093003607377,Seq_1651,0.02033277699476309,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,digitatis,Fail
Sterile feed _vs_ Control,0.024623950751514023,1.086105852844799,0.030849555040820834,0.4922279966661879,Seq_1652,0.02419722272945895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA,Fail
Sterile feed _vs_ Control,0.6033866145273645,1.0922700202382059,0.5393509842847913,0.2500007535053072,Seq_1657,0.023386391657826675,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,rhizoryzae,Fail
Sterile feed _vs_ Control,-0.7593483844398738,0.9505511555441943,-0.7742377126324689,0.17187630277713065,Seq_1661,0.026889895273046572,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA,Fail
Sterile feed _vs_ Control,-0.8827531046117452,1.3821619521061033,-0.6256443772292757,0.2538867370173688,Seq_1662,0.02871293728743059,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA,Fail
Sterile feed _vs_ Control,-1.527360238810286,2.920166389361733,-0.325042211921148,0.34715063626832904,Seq_1663,0.040498587872972336,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,Fail
Sterile feed _vs_ Control,-0.9159138475379542,2.223212002525978,-0.3300820408127844,0.29015601023893667,Seq_1664,0.02436447573332693,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA,Fail
Sterile feed _vs_ Control,0.7923303193070703,1.213664077968522,0.6392239934646371,0.2604173696561931,Seq_1665,0.020510464685569933,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA,Fail
Sterile feed _vs_ Control,-0.9108461219042834,3.245886063343913,-0.19742538589748404,0.45077731327022447,Seq_1666,0.03476316858549099,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.7054042122200306,1.6388358762582982,0.40856878587375695,0.3645836636784878,Seq_1667,0.01999339500359913,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,serpens,Fail
Sterile feed _vs_ Control,-3.035541497511086,3.61913744778807,-0.7672439606801114,0.19791774206198248,Seq_1668,0.021776427566412387,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,NA,Fail
Sterile feed _vs_ Control,0.23835857578262676,2.121641048682176,0.11708903406682816,0.42487063828157756,Seq_1669,0.021832703009756635,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,Fail
Sterile feed _vs_ Control,1.6856041339491208,2.9221935938962353,0.5034966614598061,0.3005186654698488,Seq_1671,0.0116224209201308,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,NA,Fail
Sterile feed _vs_ Control,-2.1581255968247177,2.3829300874190826,-0.7447155878988594,0.3212439818290868,Seq_1672,0.03762806529003837,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,Fail
Sterile feed _vs_ Control,-0.16874849183044027,1.6603612937830023,-0.09526290096141081,0.4635417495227036,Seq_1677,0.0384898569100039,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA,Fail
Sterile feed _vs_ Control,2.556454280012119,2.957773786368514,0.8478355272783691,0.13989804680407464,Seq_1678,0.026034244073042695,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.3049401724342458,1.5131404701586524,0.8364910329731289,0.14062668048379562,Seq_1679,0.026287829562760257,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA,Fail
Sterile feed _vs_ Control,-0.21197130996797053,3.3250136464569424,-0.051909883381664315,0.47916671384314896,Seq_1686,0.024425162772240692,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Fail
Sterile feed _vs_ Control,-0.2716689989799619,1.23901176523474,-0.2131255595140612,0.41450796904173526,Seq_1687,0.026686675818718728,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Lapillicoccus,NA,Fail
Sterile feed _vs_ Control,0.3715638106649388,1.0165108262176776,0.3876226529551172,0.3645836636784878,Seq_1688,0.03190581783293957,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,NA,Fail
Sterile feed _vs_ Control,0.030591638812138555,1.6848573815949628,0.01736256103817775,0.49740933222081757,Seq_1689,0.024913542489410617,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA,Fail
Sterile feed _vs_ Control,0.023470565065177418,1.2804026891487768,0.023903303049380216,0.4947916784415895,Seq_1690,0.01703363786751043,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.7273944042699467,1.26544224189837,0.5595208002132388,0.27604229999348795,Seq_1691,0.020283308470392683,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA,Fail
Sterile feed _vs_ Control,0.055641037947536276,3.0063104158717078,0.02148542370260309,0.4947916784415895,Seq_1692,0.027776473053570352,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA,Fail
Sterile feed _vs_ Control,5.525714063380116,3.070292023194698,1.8137181852328412,0.005233195823184881,Seq_1693,0.020224145651024282,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,NA,Fail
Sterile feed _vs_ Control,0.16532376661837578,1.426161013110388,0.11330589893477368,0.4583334281811429,Seq_1700,0.025463594982653426,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,NA,Fail
Sterile feed _vs_ Control,-0.8414190468329679,1.8135495669224202,-0.3958398549891842,0.3367879734466224,Seq_1701,0.02594129951001371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,NA,Fail
Sterile feed _vs_ Control,-2.927496705068152,3.571898513759553,-0.8130681648110514,0.1139917747882861,Seq_1702,0.025299185003799442,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Fail
Sterile feed _vs_ Control,-1.2754937835302922,1.1680464535373174,-0.9960944870767334,0.13989804680407464,Seq_1703,0.02449239821126464,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA,Fail
Sterile feed _vs_ Control,-0.3500014885340308,1.906627240832023,-0.15477709057351957,0.4375001435262812,Seq_1704,0.02300073605981318,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,1.1431648852659864,5.376086827502144,0.21850259083841547,0.3005186654698488,Seq_1705,0.020889525311879646,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylobacillus,NA,Fail
Sterile feed _vs_ Control,-0.10457229226321285,2.644042035818706,-0.02614538647317454,0.47916671384314896,Seq_1706,0.02105594892419631,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA,Fail
Sterile feed _vs_ Control,-0.27638002383388205,2.1835196026027157,-0.1552319118131918,0.44041464299558164,Seq_1711,0.031887339679862695,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA,Fail
Sterile feed _vs_ Control,0.8505932912846594,1.528283997057808,0.511185725879101,0.28497468346637034,Seq_1712,0.034593926859788675,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA,Fail
Sterile feed _vs_ Control,-0.021605533499319485,0.9895903004277553,-0.030096615661086727,0.48958335689084814,Seq_1713,0.025698435256928893,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA,Fail
Sterile feed _vs_ Control,-2.3862409193151697,3.455829237683247,-0.535618181604981,0.27979335730170235,Seq_1714,0.017400244530008758,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA,Fail
Sterile feed _vs_ Control,0.407386112473592,2.1833070801683476,0.18273241224977324,0.41450796904173526,Seq_1715,0.021479857043214666,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA,Fail
Sterile feed _vs_ Control,-2.2550465447234798,5.7027400021159345,-0.39702428516628063,0.25520906113800523,Seq_1716,0.01717553709253212,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,NA,Fail
Sterile feed _vs_ Control,-0.7237973229410448,3.3064705288248852,-0.1646691682684463,0.39583357948982467,Seq_1717,0.00985633725256218,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Silvimonas,NA,Fail
Sterile feed _vs_ Control,-1.373716545328186,2.501743881390893,-0.5248217339689827,0.23316145645076272,Seq_1723,0.025430450871619426,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,NA,Fail
Sterile feed _vs_ Control,0.5185704159852875,1.133217715740062,0.4834646347584158,0.3333337571830611,Seq_1724,0.02054552396193981,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,NA,Fail
Sterile feed _vs_ Control,-1.7241717056219974,4.972081312039816,-0.32302457254495,0.34895870905425247,Seq_1725,0.0338022197237495,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA,Fail
Sterile feed _vs_ Control,1.112924529788021,2.7578601580910824,0.3194843386068012,0.3160626520705316,Seq_1726,0.0051124681354531454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.2215748950305798,1.6031128261268188,0.133294288639651,0.42708350174596327,Seq_1728,0.022503640583695503,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,NA,Fail
Sterile feed _vs_ Control,-0.3143931292143316,2.003834743315295,-0.12291987647584943,0.41450796904173526,Seq_1735,0.023582703129679337,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA,Fail
Sterile feed _vs_ Control,4.919852039176337,3.9718898483814886,1.010393691507363,0.08854454762975288,Seq_1736,0.029219894819755437,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,NA,Fail
Sterile feed _vs_ Control,-0.7039863623274316,2.2358408940643972,-0.29260568922644636,0.3750003014047682,Seq_1742,0.027299029533406776,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA,Fail
Sterile feed _vs_ Control,-1.304944576473992,6.04068756662301,-0.23465486399780094,0.45595864852165235,Seq_1743,0.020400218447116942,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,beijingensis,Fail
Sterile feed _vs_ Control,0.23312111963491677,1.4896187092566961,0.12673992494335246,0.43005197308151655,Seq_1744,0.019809038649148607,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,NA,Fail
Sterile feed _vs_ Control,0.6216753086504587,2.8436532155020924,0.14584114837025974,0.39896396622826796,Seq_1745,0.0225118310819956,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA,Fail
Sterile feed _vs_ Control,1.927986405945469,1.285980344526175,1.4859100172558326,0.05181857180955549,Seq_1746,0.019498355356289482,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA,Fail
Sterile feed _vs_ Control,-2.715146486629129,4.294034293075734,-0.56101018518506,0.29015601023893667,Seq_1747,0.0293532975615716,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,staleyi,Fail
Sterile feed _vs_ Control,-0.44320557886334466,4.613823760604061,-0.0965636215367925,0.42708350174596327,Seq_1748,0.02857321164230347,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA,Fail
Sterile feed _vs_ Control,1.7928549034372674,2.7939554311906916,0.6335395398403294,0.18652965283039225,Seq_1753,0.023329412554485198,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,Fail
Sterile feed _vs_ Control,-0.0985476327194581,1.1920708301006684,-0.07781230503902198,0.4663213192119982,Seq_1754,0.030665742683021135,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,oryziterrae,Fail
Sterile feed _vs_ Control,-0.15384559477727588,1.1725123505477288,-0.14181213775294205,0.45312510690235347,Seq_1755,0.032862299335236544,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA,Fail
Sterile feed _vs_ Control,-1.250729177580916,2.5608673293031368,-0.32101678163379943,0.3645836636784878,Seq_1756,0.03711029375108936,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA,Fail
Sterile feed _vs_ Control,3.7063936722128545,3.8086817852463914,0.8719143009996174,0.20725488253161325,Seq_1757,0.02254746916003228,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA,Fail
Sterile feed _vs_ Control,-2.8646108283848823,1.430132195635804,-1.9336857952955144,0.010389148200048819,Seq_1758,0.020264237299840213,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA,Fail
Sterile feed _vs_ Control,0.9667504560508906,4.021624670295818,0.21698046288056982,0.3782386315434618,Seq_1760,0.008964888798180224,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Fail
Sterile feed _vs_ Control,0.12535833926289808,5.532444762329808,0.03008095072708921,0.49740933222081757,Seq_1761,0.030841383926910795,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas,NA,Fail
Sterile feed _vs_ Control,0.4711963903998244,2.340695695935314,0.14821169882967772,0.4166668604270799,Seq_1762,0.019773568401776603,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Fontimonas,NA,Fail
Sterile feed _vs_ Control,-3.7610330502253646,2.9512160792412825,-1.19431647130736,0.05729629755404447,Seq_1763,0.018486174794358465,Bacteria,Rare,Saccharimonadia,Saccharimonadales,NA,NA,NA,Fail
Sterile feed _vs_ Control,0.4370722840013732,1.670932711328117,0.24732906722623094,0.39896396622826796,Seq_1764,0.022359683652790625,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Fail
Sterile feed _vs_ Control,3.5634256832263516,3.532982130883876,0.8803118368506604,0.13989804680407464,Seq_1765,0.016124149928141294,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA,Fail
Sterile feed _vs_ Control,4.638794325926936,2.7852203655919867,1.5743836644062736,0.01564272201269862,Seq_1766,0.021632911646509625,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,NA,Fail
