ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_2237	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	95	81	12	12	9	9
Seq_2238	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488_sp900539465(GB_GCA_900539465_1)	100	100	100	100	98	91	91
Seq_2239	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_taiwanensis_D(RS_GCF_900249755_1)	100	100	100	100	98	89	59
Seq_2240	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-314	CAG-314_sp900551395(GB_GCA_900551395_1)	100	95	69	69	56	56	56
Seq_2241	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola_sp000426045(RS_GCF_000426045_1)	100	100	100	100	100	100	97
Seq_2242	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Klenkia	Klenkia_marina(RS_GCF_900101025_1)	100	100	100	100	100	99	53
Seq_2243	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	96	96	96	96	12	12
Seq_2244	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	99	98	81	72	37	25
Seq_2245	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA	100	100	100	96	62	40	40
Seq_2246	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	56	53	53	52	52	52
Seq_2247	Bacteria	NA	NA	NA	NA	NA	NA	100	24	24	24	24	24	24
Seq_2248	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_sp002160895(RS_GCF_002160895_1)	100	77	77	77	73	53	52
Seq_2249	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737_sp900547445(GB_GCA_900547445_1)	100	100	100	100	99	99	99
Seq_2250	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	98	98	93	26	26	16
Seq_2251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	13	13
Seq_2252	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-977	CAG-977	CAG-977_sp900553035(GB_GCA_900553035_1)	100	88	87	67	67	66	66
Seq_2253	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	90	90	81	32	32	26
Seq_2254	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	98	98	96	48	36	36
Seq_2255	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	59	43	43	20	20	20
Seq_2256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum_moscoviense(RS_GCF_001650635_1)	100	100	100	92	92	84	84
Seq_2257	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rosenbergiella	Rosenbergiella_sp002752555(RS_GCF_002752555_1)	100	100	100	100	99	60	60
Seq_2258	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	99	99	76	76	76	76
Seq_2259	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	97	97	88	85	41	40
Seq_2260	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Dietzia	Dietzia_timorensis(RS_GCF_001659785_1)	100	100	100	100	100	97	97
Seq_2261	Bacteria	NA	NA	NA	NA	NA	NA	100	43	25	25	24	24	24
Seq_2262	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	91	89	49	43	24	24
Seq_2263	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	NA	100	100	100	100	100	91	36
Seq_2264	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_sp004560275(GB_GCA_004560275_1)	100	66	66	66	66	66	66
Seq_2265	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_sp002288635(RS_GCF_002288635_1)	100	100	100	100	100	85	69
Seq_2266	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	100	100	100	97	97	97
Seq_2267	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	82	82	66	40	40	21
Seq_2268	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium_sp000478175(RS_GCF_000478175_1)	100	100	100	100	100	100	95
Seq_2269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas	NA	100	100	100	100	100	72	30
Seq_2270	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caproiciproducens	Caproiciproducens_sp000752215(RS_GCF_000752215_1)	100	99	99	99	89	51	51
Seq_2271	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Marseille-P4683	Marseille-P4683_sp900232885(RS_GCF_900232885_1)	100	100	100	100	76	71	71
Seq_2272	Bacteria	NA	NA	NA	NA	NA	NA	100	46	41	41	41	41	41
Seq_2273	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	60	43	43	22	22	22
Seq_2274	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	96	95	49	23	16	11
Seq_2275	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_lianchengensis(RS_GCF_900101465_1)	100	100	100	100	100	100	93
Seq_2276	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	97	97	93	49	49	44
Seq_2277	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	84	82	75	18	16	16
Seq_2278	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus_jostii(RS_GCF_001894825_1)	100	100	100	100	100	100	89
Seq_2279	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA	100	100	100	99	63	48	40
Seq_2280	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488_sp900539465(GB_GCA_900539465_1)	100	97	97	97	63	61	61
Seq_2281	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	96	78	78	77
Seq_2282	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	99	99	97	97	87	87
Seq_2283	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Knoellia	Knoellia_aerolata(RS_GCF_000768695_1)	100	100	100	100	100	66	60
Seq_2284	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	96	96	96	59	59	58
Seq_2285	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_lutulentus(RS_GCF_003259845_1)	100	100	100	100	100	100	94
Seq_2286	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	94	94	88	74	16	11
Seq_2287	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	NA	NA	100	100	100	100	100	39	39
Seq_2288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	NA	100	100	100	100	96	50	42
Seq_2289	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	100	97	96	79	51	51	42
Seq_2290	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Soleaferrea	Soleaferrea_massiliensis(RS_GCF_000820765_1)	100	99	99	99	99	78	78
Seq_2291	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Endomicrobium_proavitum(RS_GCF_001027545_1)	100	84	83	83	83	72	72
Seq_2292	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_timonensis(RS_GCF_900626145_1)	100	93	93	93	67	52	50
Seq_2293	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	99	90	22	22	14
Seq_2294	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	99	99	99	98	41	34
Seq_2295	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	92	86	34	34	14	3
Seq_2296	Bacteria	NA	NA	NA	NA	NA	NA	100	47	40	40	33	33	33
Seq_2297	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	96	95	84	38	38	31
Seq_2298	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	100	96	96	93	56	56	48
Seq_2299	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_oxalaticus(RS_GCF_001592245_1)	100	100	100	100	100	100	73
Seq_2300	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	98	97	95	53	30	17
Seq_2301	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	87	86	50	6	6	6
Seq_2302	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	QALR01	QALR01_sp900552255(GB_GCA_900552255_1)	100	86	83	68	65	65	65
Seq_2303	Bacteria	NA	NA	NA	NA	NA	NA	100	31	24	24	21	21	21
Seq_2304	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	99	99	79	76	40	36
Seq_2305	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	98	98	92	71	63	63
Seq_2306	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia_viride(RS_GCF_000620945_1)	100	100	100	100	100	70	64
Seq_2307	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	82	82	54	34	34	34
Seq_2308	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	Papillibacter_cinnamivorans(RS_GCF_900176335_1)	100	100	100	92	91	84	84
Seq_2309	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	98	98	73	73	24	24
Seq_2310	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus_luteus(RS_GCF_000023205_1)	100	100	100	100	100	94	59
Seq_2311	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	SFLA01	SFLA01_sp004553575(GB_GCA_004553575_1)	100	99	99	99	97	97	97
Seq_2312	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	50	43	43	42	42	42
Seq_2313	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella_gaviniae(RS_GCF_001654835_1)	100	100	100	100	100	55	53
Seq_2314	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas_alginatilytica(RS_GCF_003201355_1)	100	100	100	100	99	99	99
Seq_2315	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	NA	NA	NA	100	97	96	95	32	32	32
Seq_2316	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata_obscuriglobus(RS_GCF_000171775_1)	100	100	100	100	100	100	92
Seq_2317	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	98	93	93	93	93	93
Seq_2318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_A	Hyphomicrobium_A_sp900117445(RS_GCF_900117445_1)	100	100	100	100	100	97	97
Seq_2319	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	100	100	97	97	55	55	38
Seq_2320	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	99	99	95	95	37	37
Seq_2321	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	100	94	94	94	94	94	2
Seq_2322	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA	100	100	100	94	94	38	38
Seq_2323	Bacteria	NA	NA	NA	NA	NA	NA	100	38	21	21	17	17	17
Seq_2324	Bacteria	NA	NA	NA	NA	NA	NA	100	47	42	40	17	17	10
Seq_2325	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	97	97	55	55	55	55
Seq_2326	Bacteria	Verrucomicrobiota_A	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Neochlamydia	Neochlamydia_sp000813665(RS_GCF_000648235_2)	100	98	98	93	85	83	83
Seq_2327	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	IMCC26207	IMCC26207_sp001025035(RS_GCF_001025035_1)	100	100	100	100	98	98	98
Seq_2328	Bacteria	NA	NA	NA	NA	NA	NA	100	21	21	21	21	21	21
Seq_2329	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	47	5
Seq_2330	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	92	92	43	24	21	17
Seq_2331	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	NA	NA	NA	100	66	51	51	42	42	42
Seq_2332	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	S5-A14a	S5-A14a_sp900112915(RS_GCF_900112915_1)	100	97	96	95	92	78	78
Seq_2333	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	NA	100	100	100	100	100	100	38
Seq_2334	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA	100	95	95	95	95	89	13
Seq_2335	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	92	92	85	37	30	14
Seq_2336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum_moscoviense(RS_GCF_001650635_1)	100	100	99	77	77	65	65
Seq_2337	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C	NA	100	100	100	100	100	92	16
Seq_2338	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Caloramatoraceae	Clostridium_AB	Clostridium_AB_cylindrosporum(RS_GCF_001047375_1)	100	97	92	80	76	64	64
Seq_2339	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	CAG-495_sp900540425(GB_GCA_900540425_1)	100	100	100	84	84	84	50
Seq_2340	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	94	94	87	57	11	11
Seq_2341	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA	NA	100	97	97	96	96	49	49
Seq_2342	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	NA	100	100	100	90	82	53	45
Seq_2343	Bacteria	NA	NA	NA	NA	NA	NA	100	30	30	24	22	20	20
Seq_2344	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	95	62	62	62
Seq_2345	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	83	83	57	21	21	13
Seq_2346	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	97	97	95	39	24	24
Seq_2347	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	97	97	94	39	39	39
Seq_2348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum	Magnetospirillum_moscoviense(RS_GCF_001650635_1)	100	100	100	87	87	80	80
Seq_2349	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Endomicrobium_proavitum(RS_GCF_001027545_1)	100	100	100	100	100	78	78
Seq_2350	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella	Sebaldella_termitidis(RS_GCF_000024405_1)	100	100	100	100	100	100	100
Seq_2351	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	NA	100	100	100	100	95	68	28
Seq_2352	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA	100	100	100	100	100	100	19
Seq_2353	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	NA	NA	NA	100	68	63	63	31	31	31
Seq_2354	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	97	97	92	68	68	60
Seq_2355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA	100	99	99	84	72	33	33
Seq_2356	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas_deserti(RS_GCF_001982615_1)	100	100	100	100	100	100	79
Seq_2357	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100	11
Seq_2358	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Paeniglutamicibacter	Paeniglutamicibacter_sp003287975(RS_GCF_003287975_1)	100	100	100	100	100	90	74
Seq_2359	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UMGS1241	UMGS1241_sp900550525(GB_GCA_900550525_1)	100	100	92	92	87	56	56
Seq_2360	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA	100	100	100	100	100	100	35
Seq_2361	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Conexibacter_woesei(RS_GCF_000025265_1)	100	100	100	100	100	98	98
Seq_2362	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Uliginosibacterium	Uliginosibacterium_carminicum(RS_GCF_002284945_1)	100	100	100	100	99	95	95
Seq_2363	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	83	83	35	16	10	6
Seq_2364	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Humibacter	Humibacter_albus(RS_GCF_000421825_1)	100	100	100	100	100	98	98
Seq_2365	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida	Rubritepida_sp004336745(RS_GCF_004336745_1)	100	100	100	100	100	100	100
Seq_2366	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	100	100	100	48	48	29	29
Seq_2367	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	100	100	100	100
Seq_2368	Bacteria	Planctomycetota	SZUA-567	SZUA-567	SZUA-567	SZUA-421	SZUA-421_sp003245715(GB_GCA_003245715_1)	100	81	80	80	80	80	80
Seq_2369	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(RS_GCF_000154325_1)	100	100	100	98	91	70	70
Seq_2370	Bacteria	Firmicutes_C	Negativicutes	NA	NA	NA	NA	100	76	76	29	29	29	29
Seq_2371	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	NA	100	100	100	100	100	100	47
Seq_2372	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	H1	H1_sp001653155(RS_GCF_001653155_1)	100	100	100	96	82	69	69
Seq_2373	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	65	56	56	51	51	51
Seq_2374	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	NA	NA	100	95	95	94	94	38	38
Seq_2375	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas_alginatilytica(RS_GCF_003201355_1)	100	100	100	100	100	100	100
Seq_2376	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter	Sporobacter_termitidis(RS_GCF_900130065_1)	100	100	100	97	95	53	53
Seq_2377	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA	100	100	100	98	51	25	25
Seq_2378	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	Patulibacter_minatonensis(RS_GCF_000519325_1)	100	100	100	100	100	100	100
Seq_2379	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	96	96	90	81	81	81
Seq_2380	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_soli(RS_GCF_000423665_1)	100	100	100	100	100	100	94
Seq_2381	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA	100	100	100	100	66	39	39
Seq_2382	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter	Sporobacter_termitidis(RS_GCF_900130065_1)	100	99	99	96	85	78	78
Seq_2383	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A_ihumii(RS_GCF_000321205_1)	100	100	100	100	100	100	94
Seq_2384	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	100	100	100	46	46	32	32
Seq_2385	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	100	100	100	89	82	82
Seq_2386	Bacteria	Firmicutes_B	NA	NA	NA	NA	NA	100	73	40	40	40	40	40
Seq_2387	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_friuliensis(RS_GCF_000494755_1)	100	100	100	100	100	92	82
Seq_2388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA	100	100	100	100	100	100	5
Seq_2389	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106_sp900169975(RS_GCF_900169975_1)	100	97	96	96	83	82	82
Seq_2390	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	92	92	80	56	15	15
Seq_2391	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	97	97	83	39	26	23
Seq_2392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA	100	100	100	88	88	73	3
Seq_2393	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	100	100	100	100	100	100	37
Seq_2394	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_E	Paenibacillus_E_pectinilyticus(RS_GCF_001700435_1)	100	100	100	100	100	100	100
Seq_2395	Bacteria	NA	NA	NA	NA	NA	NA	100	45	45	45	45	45	45
Seq_2396	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	NA	100	100	100	92	88	79	38
Seq_2397	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	65	65	65	65
Seq_2398	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	90	89	69	63	30	30
Seq_2399	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Azobacteroidaceae	Symbiothrix	Symbiothrix_dinenymphae(GB_GCA_001417715_1)	100	100	100	96	65	65	65
Seq_2400	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	48	48
Seq_2401	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium_appendicis(RS_GCF_900156665_1)	100	100	100	100	100	100	51
Seq_2402	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_timonensis(RS_GCF_900626145_1)	100	96	96	88	74	62	62
Seq_2403	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	85	69	43	37	35	35
Seq_2404	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA	100	92	88	73	43	30	30
Seq_2405	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoglobus	Rhodoglobus_vestalii(RS_GCF_006788895_1)	100	100	100	100	100	69	68
Seq_2406	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	95	81	81	81
Seq_2407	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	100	43
Seq_2408	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_anhuiense(RS_GCF_900101855_1)	100	100	100	100	100	100	55
Seq_2409	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA	NA	100	99	99	68	67	27	27
Seq_2410	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	71	61	37	36	15	14
Seq_2411	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA	100	100	100	100	98	98	12
Seq_2412	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	48	48
